lower_bound,upper_bound,count,percent_of_high,percent_of_total
62.171,125.84,132,80.0,0.25510204081632654
6301.546,6365.213,9,5.454545454545454,0.017393320964749534
6237.879,6301.546,6,3.6363636363636362,0.011595547309833025
1844.851,1908.518,6,3.6363636363636362,0.011595547309833025
1781.184,1844.851,5,3.0303030303030303,0.00966295609152752
6174.212,6237.879,3,1.8181818181818181,0.0057977736549165125
6365.213,6428.88,3,1.8181818181818181,0.0057977736549165125
6110.545,6174.212,1,0.6060606060606061,0.001932591218305504
507.842,571.509,0,0.0,0.0
4200.533,4264.2,0,0.0,0.0
